abstract,keywords,author,url,doi,issn,year,pages,volume,journal,title,ENTRYTYPE,ID,note
"Dynamic hand skeletons consisting of discrete spatial-temporal finger joint clouds effectively convey the intentions of communicators. Previous graph convolutional networks (GCNs) relying on human hand-crafted inductive biases have been quickly promoted for skeleton-based hand gesture recognition (SHGR). However, most existing graph constructions for GCN-based solutions are set manually, only considering the physical topology of the hand skeleton, and the fixed dependencies among hand joints may lead to suboptimal models. To enrich the local dependencies, we emphasize that hand skeletons can be seen from two views: explicit joint clouds and implicit skeleton topology. Starting from those two views of hand gestures, we attempt to introduce dynamics and diversities into the local neighborhood of the graph by dividing it into sets of physical neighbors, temporal neighbors and varying neighbors. Next, we systematically proceed with three innovations, including the novel edge-varying graph, normalized edge convolution operation, and zig-zag sampling strategy, to alleviate the challenges resulting from engineering practices. Finally, spatial-based GCNs called normalized edge convolutional networks are constructed for hand gesture recognition. Experiments on publicly available hand datasets show that our work is stable for performing state-of-the-art gesture recognition, and ablation experiments are also provided to validate each contribution.","Skeleton-based hand gesture recognition, Edge-varying graph, Normalized edge convolution, Zig-zag sampling strategy",Fangtai Guo and Zaixing He and Shuyou Zhang and Xinyue Zhao and Jinhui Fang and Jianrong Tan,https://www.sciencedirect.com/science/article/pii/S0031320321002314,https://doi.org/10.1016/j.patcog.2021.108044,0031-3203,2021,108044,118,Pattern Recognition,Normalized edge convolutional networks for skeleton-based hand gesture recognition,article,GUO2021108044,
"Human trajectory prediction is an important topic in several application domains, ranging from self-driving cars to environment design and planning, from socially-aware robots to intelligent tracking systems. This complex subject comes with different challenges, such as human-space interaction, human-human interaction, multimodality, and generalizability. Currently, these challenges, especially generalizability, have not been completely explored by state-of-the-art works. This work attempts to fill this gap by proposing and defining new methods and metrics to help understand trajectories. In particular, new deep learning models based on Long Short-Term Memory and Generative Adversarial Network architectures are used in both unimodal and multimodal contexts. These approaches are evaluated with new error metrics, which normalize some biases in standard metrics. Tests have been assessed using newly collected datasets characterized by a higher diversity and lower linearity than those used in state-of-the-art works. The results prove that the proposed models and datasets are comparable to and yield better generalizability than state-of-the-art works. Moreover, we also prove that our datasets better represent multimodal scenarios (allowing for multiple possible behaviors) and that human trajectories are moderately influenced by their spatial region and slightly influenced by their date and time.","Trajectory generation, Trajectory prediction, LSTM, GANs",Luca Rossi and Marina Paolanti and Roberto Pierdicca and Emanuele Frontoni,https://www.sciencedirect.com/science/article/pii/S003132032100323X,https://doi.org/10.1016/j.patcog.2021.108136,0031-3203,2021,108136,120,Pattern Recognition,Human trajectory prediction and generation using LSTM models and GANs,article,ROSSI2021108136,
"From a series of observations, we have inferred that human actions in videos are defined by a set of significant frames. In this paper, we propose a weakly-supervised temporal attention 3D network for human action recognition, called as TA3DNet, to accelerate 3D convolutional neural networks (3D CNNs) by temporally assigning different importance to each frame. First, we obtain short-term frames with long-term connection by regularly or randomly skipping frames to avoid temporal redundancy, and apply 3D convolutional layers to extract features for action recognition. Then, we apply a temporal attention module to assign different weights to each frame. We train the temporal attention module in a weakly-supervised manner that updates weights based on only class labels without event information and extra labels. Thus, TA3DNet reduces the number of input frames and constructs a lightweight network for action recognition. Experimental results demonstrate that TA3DNet achieves high performance on two challenging datasets (UCF101 and HMDB51) and outperforms state-of-the-art methods for action recognition.","Action recognition, Temporal attention, Convolutional neural network, Weakly-supervised learning, Video analysis, Video classification",Jonghyun Kim and Gen Li and Inyong Yun and Cheolkon Jung and Joongkyu Kim,https://www.sciencedirect.com/science/article/pii/S0031320321002557,https://doi.org/10.1016/j.patcog.2021.108068,0031-3203,2021,108068,119,Pattern Recognition,Weakly-supervised temporal attention 3D network for human action recognition,article,KIM2021108068,
"For a learning task, Gaussian process (GP) is interested in learning the statistical relationship between inputs and outputs, since it offers not only the prediction mean but also the associated variability. The vanilla GP however is hard to learn complicated distribution with the property of, e.g., heteroscedastic noise, multi-modality and non-stationarity, from massive data due to the Gaussian marginal and the cubic complexity. To this end, this article studies new scalable GP paradigms including the non-stationary heteroscedastic GP, the mixture of GPs and the latent GP, which introduce additional latent variables to modulate the outputs or inputs in order to learn richer, non-Gaussian statistical representation. Particularly, we resort to different variational inference strategies to arrive at analytical or tighter evidence lower bounds (ELBOs) of the marginal likelihood for efficient and effective model training. Extensive numerical experiments against state-of-the-art GP and neural network (NN) counterparts on various tasks verify the superiority of these scalable modulated GPs, especially the scalable latent GP, for learning diverse data distributions.","Gaussian process, Modulation, Scalability, Heteroscedastic noise, Multi-modality, Non-stationarity",Haitao Liu and Yew-Soon Ong and Xiaomo Jiang and Xiaofang Wang,https://www.sciencedirect.com/science/article/pii/S0031320321003083,https://doi.org/10.1016/j.patcog.2021.108121,0031-3203,2021,108121,120,Pattern Recognition,Modulating scalable Gaussian processes for expressive statistical learning,article,LIU2021108121,
"Multi-label feature selection is an efficient technique to alleviate the high dimensionality for multi-label learning. Existing multi-label feature selection methods based on information theory either deal with labels individually or treat all label relationships as redundancy. However, two important and being ignored issues are the different effects of label relationships and the dynamic changes of label relationships in measuring different candidate features. To address these issues, we first distinguish three types of label relationships: label independence, label redundancy and label supplementation. Second, we consider the changes of label relationships based on different features. By analyzing the differences and the changes of label relationships, two new methods named LSMFS and MLSMFS are proposed, which extracts all supplementary information and the maximum supplementary information of features for each label from other labels, respectively. Finally, experiments on fifteen benchmark multi-label data sets demonstrate the effectiveness of the proposed methods against nine other methods.","Multi-label learning, Multi-label feature selection, Information theory, Label relationships",Ping Zhang and Guixia Liu and Wanfu Gao and Jiazhi Song,https://www.sciencedirect.com/science/article/pii/S0031320321003241,https://doi.org/10.1016/j.patcog.2021.108137,0031-3203,2021,108137,120,Pattern Recognition,Multi-label feature selection considering label supplementation,article,ZHANG2021108137,
"In a previous study, we have explored how to decompose the global entropy of a network into edge components using a graph-spectral decomposition technique. Here, we develop this work in more depth to understand the role of edge entropy as an efficient and effective tool in analysing network structure. We use the edge entropy distribution as a network feature or characterisation and combine it with linear discriminant analysis to distinguish different types of network model and structure. Interpreting the normalised Laplacian matrix as the network Hamiltonian (or energy) operator, the network is assumed to be in thermodynamic equilibrium with a heat bath where the energy states correspond to the normalised Laplacian eigenvalues. To model the way in which particles occupy the energy states, we explore the use of three different spin-dependent statistical models to determine the thermodynamic entropy of the network. These are a) the classical spinless Maxwell-Boltzmann distribution, and two models based on quantum mechanical spin-statistics, namely b) the Bose-Einstein model for particles with integer spin, and c) the Fermi-Dirac model for particles with half-integer spin. By using the spectral decomposition of the Laplacian, we illustrate how to project out the edge-entropy components from the global network entropy. In this way, the detailed distribution of entropy across the edges of a network can be constructed. Compared to our previous study of the von Neumann edge entropy, where the edge entropy just depends on the degrees of the nodes forming an edge, in the case of the new statistical mechanical model, there is a more subtle dependence of the edge entropy on the structure of a network. We illustrate how this new edge entropy distribution can be used to more effectively identify variations in network structure, in particular for edges incorporating nodes of large degree. Numerical experiments on synthetic and real-world data-sets are presented to evaluate the qualitative and quantitative differences in performance.","Network edge entropy, Spin statistics, Partition function",Jianjia Wang and Richard C. Wilson and Edwin R. Hancock,https://www.sciencedirect.com/science/article/pii/S0031320321002272,https://doi.org/10.1016/j.patcog.2021.108040,0031-3203,2021,108040,118,Pattern Recognition,Network edge entropy decomposition with spin statistics,article,WANG2021108040,
"COVID-19 is an infectious disease caused by a newly discovered type of coronavirus called SARS-CoV-2. Since the discovery of this disease in late 2019, COVID-19 has become a worldwide concern, mainly due to its high degree of contagion. As of April 2021, the number of confirmed cases of COVID-19 reported to the World Health Organization has already exceeded 135 million worldwide, while the number of deaths exceeds 2.9 million. Due to the impacts of the disease, efforts in the literature have intensified in terms of studying approaches aiming to detect COVID-19, with a focus on supporting and facilitating the process of disease diagnosis. This work proposes the application of texture descriptors based on phylogenetic relationships between species to characterize segmented CT volumes, and the subsequent classification of regions into COVID-19, solid lesion or healthy tissue. To evaluate our method, we use images from three different datasets. The results are promising, with an accuracy of 99.93%, a recall of 99.93%, a precision of 99.93%, an F1-score of 99.93%, and an AUC of 0.997. We present a robust, simple, and efficient method that can be easily applied to 2D and/or 3D images without limitations on their dimensionality.","COVID-19, Computed tomography, 3D texture analysis, Phylogenetic diversity",VitÃ³ria {de Carvalho Brito} and Patrick Ryan Sales {dos Santos} and Nonato Rodrigues {de Sales Carvalho} and Antonio Oseas {de Carvalho Filho},https://www.sciencedirect.com/science/article/pii/S0031320321002703,https://doi.org/10.1016/j.patcog.2021.108083,0031-3203,2021,108083,119,Pattern Recognition,COVID-index: A texture-based approach to classifying lung lesions based on CT images,article,DECARVALHOBRITO2021108083,
"Low-resolution (LR) face verification has received much attention because of its wide applicability in real scenarios, especially in long-distance surveillance. However, the poor quality and scarcity of training data make the accuracy far from satisfactory. In this paper, we propose an end-to-end LR face translation and verification framework to improve the generation quality of face images and face verification accuracy simultaneously. We design a dual domain adaptive structure to generate high-quality images. On one hand, the structure can reduce the domain gap between training data and test data. On the other hand, the structure preserves identity consistency and low-level attributes. Meanwhile, in order to make the whole model more robust, we treat the generated images of the target domain as an extension of the training data. We conduct extensive comparative experiments on multiple benchmark data sets. Experimental results verify that our method achieves improved results in high-quality face generation and LR face verification. In particular, our model DDAT reduces FID to 18.63 and 39.55 on the source and the target domain from 254.7 and 206.19 of the up-sampling results, respectively. Our method outperforms competing approaches by more than 10 percentage points in terms of face verification accuracy on multiple surveillance benchmarks.","Low-resolution face verification, Domain adaptation, Image translation, GAN",Qianfen Jiao and Rui Li and Wenming Cao and Jian Zhong and Si Wu and Hau-San Wong,https://www.sciencedirect.com/science/article/pii/S0031320321002946,https://doi.org/10.1016/j.patcog.2021.108107,0031-3203,2021,108107,120,Pattern Recognition,DDAT: Dual domain adaptive translation for low-resolution face verification in the wild,article,JIAO2021108107,
"Novel coronavirus 2019 (COVID-19) has spread rapidly around the world and is threatening the health and lives of people worldwide. Early detection of COVID-19 positive patients and timely isolation of the patients are essential to prevent its spread. Chest X-ray images of COVID-19 patients often show the characteristics of multifocality, bilateral hairy glass turbidity, patchy network turbidity, etc. It is crucial to design a method to automatically identify COVID-19 from chest X-ray images to help diagnosis and prognosis. Existing studies for the classification of COVID-19 rarely consider the role of attention mechanisms on the classification of chest X-ray images and fail to capture the cross-channel and cross-spatial interrelationships in multiple scopes. This paper proposes a multi-kernel-size spatial-channel attention method to detect COVID-19 from chest X-ray images. Our proposed method consists of three stages. The first stage is feature extraction. The second stage contains two parallel multi-kernel-size attention modules: multi-kernel-size spatial attention and multi-kernel-size channel attention. The two modules capture the cross-channel and cross-spatial interrelationships in multiple scopes using multiple 1D and 2D convolutional kernels of different sizes to obtain channel and spatial attention feature maps. The third stage is the classification module. We integrate the chest X-ray images from three public datasets: COVID-19 Chest X-ray Dataset Initiative, ActualMed COVID-19 Chest X-ray Dataset Initiative, and COVID-19 radiography database for evaluation. Experimental results demonstrate that the proposed method improves the performance of COVID-19 detection and achieves an accuracy of 98.2%.","Deep learning, Attention, Coronavirus, X-ray images, Multi-scale",Yuqi Fan and Jiahao Liu and Ruixuan Yao and Xiaohui Yuan,https://www.sciencedirect.com/science/article/pii/S0031320321002429,https://doi.org/10.1016/j.patcog.2021.108055,0031-3203,2021,108055,119,Pattern Recognition,COVID-19 Detection from X-ray Images using Multi-Kernel-Size Spatial-Channel Attention Network,article,FAN2021108055,
"Existing studies on eye center localization have mostly applied localization methods on faces viewed from frontal angles or faces with small yaw-rotation angles. This study proposed a novel eye center localization method that can effectively localize the eye centers under various situations on multiview faces with large yaw-rotation angles (from +67.5Â° to â67.5Â°). First, this study developed a multiview face detector that can be applied to large yaw angles and can flexibly detect and precisely capture the face region. The face detector can facilitate the generation of satisfactory results by a complete representation generative adversarial network (CR-GAN). Because a large yaw-rotation angle can substantially reduce the completeness of eye representation in an image or even cause the eyes to disappear within the face image, this study used a CR-GAN to produce frontal face images to solve the problem of incomplete representation in multiview face images. Furthermore, this study proposed a new iris-ripple filter to increase the accuracy and robustness of gradient localization. Finally, a new depth corresponding-points conversion method was proposed to automatically estimate the rotation variable between two faces and the conversion relationship between the eye centers. This method can effectively solve the problem of instability resulting from a CR-GAN during eye generation and can ensure localization accuracy for eyeballs with subtle changes. According to the experimental results, compared with other advanced methods, the proposed method exhibited higher accuracy and robustness in eye center localization when applied to images obtained from four databases that involved various challenging situations, including large yaw-rotation angle, illumination change, head pose change, gaze interaction, and complete occlusion of eyes.","Eye center localization, Multiview face, Face generation, Geometric transformation",Wei-Yen Hsu and Chi-Jui Chung,https://www.sciencedirect.com/science/article/pii/S003132032100265X,https://doi.org/10.1016/j.patcog.2021.108078,0031-3203,2021,108078,119,Pattern Recognition,A novel eye center localization method for multiview faces,article,HSU2021108078,
"Single-image deraining is a kind of computer vision task that aims to restore the image that be degraded by rain streaks, which motivates existing methods to either directly translate the rainy image to its clean one, or indirectly learn the rain residual based on the prior information. However, both methodologies harm the generalization ability due to the limited diversity of the training samples, comparing with the endless varieties of the real-world rainy images. Such fact inspires us to take the merit of meta-learning and propose a meta-learning based representation learning network to learn the transferable embeddings of the rainy/clean images, while their discrepancies are characterized by the relation vector, which is generated by the subsequent meta-learning based relation learning network. These networks are leveraged into the meta-learning based deraining network (MLDN) to enhance the generalization ability by removing the latent relation vector from the transferable embedding of the rainy image and generate high-quality deraining result. Superior performance is achieved by MLDN, which has averaged 4% better than the state-of-the-arts.","Meta-learning, Relation network, Single-image deraining, Representation learning",Xinjian Gao and Yang Wang and Jun Cheng and Mingliang Xu and Meng Wang,https://www.sciencedirect.com/science/article/pii/S0031320321003113,https://doi.org/10.1016/j.patcog.2021.108124,0031-3203,2021,108124,120,Pattern Recognition,Meta-learning based relation and representation learning networks for single-image deraining,article,GAO2021108124,
"Cancer is a cluster of diseases caused due to unusual cell growth. This paper aims to discover cancer prediction from the microarray gene expression data using the selected features. The metaheuristic search algorithms select the global and local optimal features using population and neighbourhood based algorithms. Although the ant colony optimization and genetic algorithm search for the global optimal features from the dataset entails enhanced classification, sometimes there occur some challenges in the selection of neighbourhood features. Against this background, two feature selection algorithms are proposed to hybridize tabu search, a neighbourhood based search algorithm with global optimal feature selection algorithm. Those are (1) Ant Colony Optimization and Tabu search with Fuzzy Rough set for Optimal feature selection (ACTFRO) algorithm, (2) Genetic algorithm and Tabu search with Fuzzy Rough set for Optimal feature selection (GATFRO) algorithm. The performance of proposed feature selection algorithms is assessed through a fuzzy rough nearest neighbour classifier using ten-fold cross validation. Four cancer medical datasets and one non-medical dataset are used to analyse the performance of the proposed algorithms in terms of classification accuracy, computation time, sensitivity, specificity, f-measure, receiver operation characteristics and positive predicted value. Results derived from the different performance metrics confirm that the proposed algorithms evidence effective global and local feature selection hybridization with improved results.","Ant Colony Optimization, Genetic Algorithm, Tabu Search, Fuzzy Rough set, Optimal feature selection",L. Meenachi and S. Ramakrishnan,https://www.sciencedirect.com/science/article/pii/S0031320321002661,https://doi.org/10.1016/j.patcog.2021.108079,0031-3203,2021,108079,119,Pattern Recognition,Metaheuristic Search Based Feature Selection Methods for Classification of Cancer,article,MEENACHI2021108079,
"Users are sometimes interested in specific segments of an untrimmed video when using the video search engine. Targeting at this demand, we explore a novel research topic of text query based video segment retrieval (VSR). Different from the conventional video retrieval task or localizing text descriptions in a single video, it requires the retrieval of the most relevant video from a large collection as well as localizing the start and end timestamps of a segment that matches the text query best from the video. A direct solution is to perform video-level matching first, and then apply description localization among such video candidates. Such two-stage based methods are not able to utilize complementary information of each stage, and are time-consuming in inference. In this paper, We propose VSRNet, an end-to-end framework that efficiently retrieves video at segment granularity with two branches. In the first branch, individual videos and texts are mapped to a common space for stand-alone ranking. In the second branch, we propose a supervised text-aligned attention mechanism and calculate the response of every frame to the text query, from which the frames with high scores are aggregated as segment proposals. Extensive experiments conducted on ActivityNet Captions and DiDeMo verify the effectiveness of our method and show that our solution significantly outperforms the state of the art.","Video segment retrieval, Video retrieval, Description localization",Xiao Sun and Xiang Long and Dongliang He and Shilei Wen and Zhouhui Lian,https://www.sciencedirect.com/science/article/pii/S0031320321002144,https://doi.org/10.1016/j.patcog.2021.108027,0031-3203,2021,108027,119,Pattern Recognition,VSRNet: End-to-end video segment retrieval with text query,article,SUN2021108027,
"Ultra-fine-grained visual categorization (ultra-FGVC) categorizes objects with more similar patterns between classes than those in fine-grained visual categorization (FGVC), e.g., where the spectrum of granularity significantly moves down from classifying species to classifying cultivars within the same species. It is considered as an open research problem mainly due to the following challenges. First, the inter-class differences among images are much smaller by level of orders (e.g., cultivars in the same species) than those in current FGVC tasks (e.g., species). Second, there is only a few samples per category, which is beyond the ability of most large training data favored convolutional neural network methods. To address these problems, we propose a novel random mask covariance network (MaskCOV), which integrates an auxiliary self-supervised learning module with a powerful in-image data augmentation scheme for the ultra-FGVC. Specifically, we first uniformly partition input images into patches and then augment data by randomly shuffling and masking these patches. On top of that, we introduce an auxiliary self-supervised learning module of predicting the spatial covariance context of these patches to increase discriminability of our network for classification. Very encouraging experimental results of the proposed method in comparison with the state-of-the-art benchmarks demonstrate its superiority and potential of MaskCOV concept, which pushes research boundary forward from the fine-grained to the ultra-fine-grained visual categorization.","Ultra-fine-grained visual categorization, Fine-grained visual categorization, Covariance matrix, Self-supervised learning",Xiaohan Yu and Yang Zhao and Yongsheng Gao and Shengwu Xiong,https://www.sciencedirect.com/science/article/pii/S0031320321002545,https://doi.org/10.1016/j.patcog.2021.108067,0031-3203,2021,108067,119,Pattern Recognition,MaskCOV: A random mask covariance network for ultra-fine-grained visual categorization,article,YU2021108067,
"Arbitrary-view human action recognition is still a big challenge due to the view changes. A possible solution is to enlarge the view range of action samples in the training set. Therefore, we propose a Two-Branch Novel-View action Generation approach based on auxiliary conditional GAN, which generates a novel-view action sample for arbitrary-view human action recognition. The generated sample enlarge the view range of action samples for training. Furthermore, to narrow the representation of actions in different views, we propose a view-domain generalization model that improves the recognition performance of arbitrary-view human action recognition. Our approach is evaluated on three large-scale RGB+D skeleton datasets including UESTC varying-view RGB+D dataset, NTU RGB+D 60, and NTU RGB+D 120 datasets, with two types of view-invariant evaluations, i.e., the cross-view, and arbitrary-view recognition. The proposed approach achieves outstanding performance in human action recognition.","Arbitrary-view action recognition, Novel-view action generation, View domain generalization",Kumie Gedamu and Yanli Ji and Yang Yang and LingLing Gao and Heng Tao Shen,https://www.sciencedirect.com/science/article/pii/S0031320321002302,https://doi.org/10.1016/j.patcog.2021.108043,0031-3203,2021,108043,118,Pattern Recognition,Arbitrary-view human action recognition via novel-view action generation,article,GEDAMU2021108043,
"Video object segmentation is one of the most practical computer vision tasks, especially in the unsupervised case, which has no manually labeled segmentation mask at the beginning of a video sequence. In this paper, we propose a new real-time unsupervised video object segmentation network. Based on the encoder-decoder framework, we present a Dynamic ASPP module and a RNN-Conv module. The former adds a dynamic selection mechanism into the Astrous Spatial Pyramid Pooling structure, and then the dilated convolutional kernels adaptively select appropriate features according to the scales by the channel attention mechanism. Compared with directly concatenating the dilated convolutional features, dynamically selecting feature maps reduces the amount of parameters and makes the module more efficient. The RNN-Conv module incorporates the RNN units with external convolutional blocks, aggregating the temporal features of a video sequence with the spatial information extracted by the convolutional network. We stack this module to extract deeper spatiotemporal features than the traditional RNN network. This module helps to avoid the gradient disappearance and explosion during network training. We test our network on the popular video object segmentation datasets. The experiment results demonstrate the effectiveness of our model.11Our code is available at https://github.com/Sanyuan-Zhao/Real-Time-and-Light-Weighted-UVOS","Unsupervised video object segmentation, Salient object detection",Zongji Zhao and Sanyuan Zhao and Jianbing Shen,https://www.sciencedirect.com/science/article/pii/S0031320321003071,https://doi.org/10.1016/j.patcog.2021.108120,0031-3203,2021,108120,120,Pattern Recognition,Real-time and light-weighted unsupervised video object segmentation network,article,ZHAO2021108120,
"The emergence of geometric deep learning as a novel framework to deal with graph-based representations has faded away traditional approaches in favor of completely new methodologies. In this paper, we propose a new framework able to combine the advances on deep metric learning with traditional approximations of the graph edit distance. Hence, we propose an efficient graph distance based on the novel field of geometric deep learning. Our method employs a message passing neural network to capture the graph structure, and thus, leveraging this information for its use on a distance computation. The performance of the proposed graph distance is validated on two different scenarios. On the one hand, in a graph retrieval of handwritten wordsÂ i.e.Â keyword spotting, showing its superior performance when compared with (approximate) graph edit distance benchmarks. On the other hand, demonstrating competitive results for graph similarity learning when compared with the current state-of-the-art on a recent benchmark dataset.","Graph neural networks, Graph edit distance, Geometric deep learning, Keyword spotting, Document image analysis",Pau Riba and Andreas Fischer and Josep LladÃ³s and Alicia FornÃ©s,https://www.sciencedirect.com/science/article/pii/S0031320321003198,https://doi.org/10.1016/j.patcog.2021.108132,0031-3203,2021,108132,120,Pattern Recognition,Learning graph edit distance by graph neural networks,article,RIBA2021108132,
"Graph learning (GL) can dynamically capture the distribution structure (graph structure) of data based on graph convolutional networks (GCN), and the learning quality of the graph structure directly influences GCN for semi-supervised classification. Most existing methods combine the computational layer and the related losses into GCN for exploring the global graph (measuring graph structure from all data samples) or local graph (measuring graph structure from local data samples). The global graph emphasizes the whole structure description of the inter-class data, while the local graph tends to the neighborhood structure representation of the intra-class data. However, it is difficult to simultaneously balance these learning process graphs for semi-supervised classification because of the interdependence of these graphs. To simulate the interdependence, deep graph learning (DGL) is proposed to find a better graph representation for semi-supervised classification. DGL can not only learn the global structure by the previous layer metric computation updating, but also mine the local structure by next layer local weight reassignment. Furthermore, DGL can fuse the different structures by dynamically encoding the interdependence of these structures, and deeply mine the relationship of the different structures by hierarchical progressive learning to improve the performance of semi-supervised classification. Experiments demonstrate that the DGL outperforms state-of-the-art methods on three benchmark datasets (Citeseer, Cora, and Pubmed) for citation networks and two benchmark datasets (MNIST and Cifar10) for images.","Graph learning, Graph convolutional networks, Semi-supervised classification",Guangfeng Lin and Xiaobing Kang and Kaiyang Liao and Fan Zhao and Yajun Chen,https://www.sciencedirect.com/science/article/pii/S0031320321002260,https://doi.org/10.1016/j.patcog.2021.108039,0031-3203,2021,108039,118,Pattern Recognition,Deep graph learning for semi-supervised classification,article,LIN2021108039,
"Visual Question Answering (VQA) has emerged as a Visual Turing Test to validate the reasoning ability of AI agents. The pivot to existing VQA models is the joint embedding that is learned by combining the visual features from an image and the semantic features from a given question. Consequently, a large body of literature has focused on developing complex joint embedding strategies coupled with visual attention mechanisms to effectively capture the interplay between these two modalities. However, modelling the visual and semantic features in a high dimensional (joint embedding) space is computationally expensive, and more complex models often result in trivial improvements in the VQA accuracy. In this work, we systematically study the trade-off between the model complexity and the performance on the VQA task. VQA models have a diverse architecture comprising of pre-processing, feature extraction, multimodal fusion, attention and final classification stages. We specifically focus on the effect of âmulti-modal fusionâ in VQA models that is typically the most expensive step in a VQA pipeline. Our thorough experimental evaluation leads us to three proposals, one optimized for minimal complexity, one for balanced complexity-accuracy and the last one for state-of-the-art VQA performance.","Visual question answering, Visual feature extraction, Language features, Multi-modal fusion, Speed-accuracy trade-off",Moshiur Farazi and Salman Khan and Nick Barnes,https://www.sciencedirect.com/science/article/pii/S0031320321002934,https://doi.org/10.1016/j.patcog.2021.108106,0031-3203,2021,108106,120,Pattern Recognition,Accuracy vs. complexity: A trade-off in visual question answering models,article,FARAZI2021108106,
"Handwritten signature verification is a widely used biometric for person identity authentication in document forensics. Despite the tremendous efforts in past research, offline signature verification still remains a challenge, particularly in discriminating between genuine signatures and skilled forgeries, because the difference of appearance between genuine and skilled forgery may be smaller than that between genuine ones. This challenge is even more critical in writer-independent scenario, where each writer has very few samples for training. This paper proposes a region based Deep Convolutional Siamese Network using metric learning method, which is applicable to both writer-dependent (WD) and writer-independent (WI) scenario. For representing minute but discriminative details, a Mutual Signature DenseNet (MSDN) is designed to extract features and learn the similarity measure from local regions instead of whole signature images. Based on local regions comparison, the similarity scores of multiple regions are fused for final decision of verification. In experiments on public datasets CEDAR and GPDS, the proposed method achieved state-of-the-art performance of 6.74% EER and 8.24% EER in WI scenario, respectively, and 1.67% EER and 1.65% EER in WD scenario, respectively.","Signature verification, Convolutional siamese network, Deep metric learning, Region fusion",Li Liu and Linlin Huang and Fei Yin and Youbin Chen,https://www.sciencedirect.com/science/article/pii/S0031320321001965,https://doi.org/10.1016/j.patcog.2021.108009,0031-3203,2021,108009,118,Pattern Recognition,Offline signature verification using a region based deep metric learning network,article,LIU2021108009,
"Negative stress, or distress, represents a serious problem in advanced societies given its adverse consequences for health. Many studies have focused on the detection of distress from physiological signals such as the electroencephalogram (EEG). To this respect, the combination of regularity-based quadratic sample entropy (QSampEn) and symbolic amplitude-aware permutation entropy (AAPE) has reported valuable outcomes in distress recognition. In the present work, the recently introduced symbolic metric called dispersion entropy (DispEn) is applied for the first time to the same problem. Statistically significant results reported by the single metric have demonstrated its capability for calm and distress detection. Furthermore, relevant differences have been found between the combination of QSampEn with either AAPE or DispEn, finding that the assessment of ordinal and dispersion patterns leads to distinct and complementary outcomes. Finally, the combination of the three entropy metrics has considerably overcome the results ever reported by other indices in similar studies.","Electroencephalography, Distress, Dispersion patterns, Nonlinear analysis",Beatriz GarcÃ­a-MartÃ­nez and Antonio FernÃ¡ndez-Caballero and RaÃºl Alcaraz and Arturo MartÃ­nez-Rodrigo,https://www.sciencedirect.com/science/article/pii/S0031320321002818,https://doi.org/10.1016/j.patcog.2021.108094,0031-3203,2021,108094,119,Pattern Recognition,Assessment of dispersion patterns for negative stress detection from electroencephalographic signals,article,GARCIAMARTINEZ2021108094,
"Financial markets are time-evolving complex systems containing different financial entities, such as banks, corporations and institutions that interact through transactions and respond to external economic and political events. They can be conveniently represented as a network structure. In this paper, we analyse the unweighted and weighted market networks from a statistical mechanical perspective. In particular, we propose a novel thermodynamic analogy to characterise the dynamic structural properties of time-evolving networks. The intricate pattern of edge connections in the network is modelled by using a heat bath analogy in which particles occupy the energy states according to the Boltzmann distribution. According to this analogy the occupation of the energy states is determined by the temperature of the heat bath, and the spectrum of energy states of the network is determined by the number of nodes and edges. For unweighted networks, the binary representation of the elements in the adjacency matrix can be modelled as a statistical ensemble, using the corresponding partition function to compute thermodynamic network characterisations. For weighted networks, on the other hand, the derived thermodynamic quantities together with their distribution of fluctuations identify the salient structure in the network evolution. We conduct experiments on time-evolving stock exchanges using data for the S&P500 Index Stock Exchanges over the past decade. The thermodynamic characterisations provide an excellent framework to identify epochs in which there is significant variance in network structure during financial crises induced by economic and political events.","Stock market networks, Thermodynamic characterisations, Statistical mechanics",Jianjia Wang and Xingchen Guo and Weimin Li and Xing Wu and Zhihong Zhang and Edwin R. Hancock,https://www.sciencedirect.com/science/article/pii/S0031320321003101,https://doi.org/10.1016/j.patcog.2021.108123,0031-3203,2021,108123,120,Pattern Recognition,Statistical mechanical analysis for unweighted and weighted stock market networks,article,WANG2021108123,
"Graph-based Semi-Supervised Learning (GSSL) methods aim to classify unlabeled data by learning the graph structure and labeled data jointly. In this work, we propose a simple GSSL approach, which can deal with various degrees of class imbalance in given datasets. The key idea is to estimate the class proportion of input data in order to enhance the discriminative power of learned smooth classification function on the graph. Moreover, it has interesting connections to the regularization framework, the Markov stability for graph partition and the group inverse of normalized Laplacain matrix. For classification problems, experimental results demonstrate our approach can achieve promising performance on several datasets with varying class imbalance.","Graph-based semi-supervised learning, Class imbalance, Markov stability, Group inverse",Jianjin Deng and Jin-Gang Yu,https://www.sciencedirect.com/science/article/pii/S0031320321002132,https://doi.org/10.1016/j.patcog.2021.108026,0031-3203,2021,108026,118,Pattern Recognition,A simple graph-based semi-supervised learning approach for imbalanced classification,article,DENG2021108026,
